word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
doing,5.6,1,1,1,"A deed or action, especially when somebody is held responsible for it.",,closed-class function word,intj:1;noun:1;verb:1,intj,False,678,VERB,0.006,,False,False,False,NOUN;VERB,,"noun, also verb",,,noun,35,n:2,True
physical,4.94,0,0,2,A physical examination.,,adjective in practice (corpus),adj:10;noun:2,adj,False,216,ADJ,0.009,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
creative,4.6,1,1,2,A person directly involved in a creative process; a creator of creative content.,,adjective in practice (corpus),adj:5;noun:2,adj,False,110,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
brilliant,4.55,1,1,4,"A finely cut gemstone, especially a diamond, cut in a particular form with numerous facets so as to maximize light return through the top (called ""table"") of the stone.",,adjective in practice (corpus),adj:6;noun:4;verb:1,adj,False,64,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
visual,4.5,0,0,5,Any element of something that depends on sight.,,adjective in practice (corpus),noun:5;adj:2,noun,False,70,ADJ,0.014,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
practical,4.48,0,0,4,A part of an exam or series of exams in which the candidate has to demonstrate their practical ability,,adjective in practice (corpus),adj:5;noun:4,adj,False,97,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:1;aj:1,True
casual,4.23,0,0,9,"A worker who is only working for a company occasionally, not as its permanent employee.",,,noun:9;adj:7,noun,False,32,ADJ,0.062,usually adjective (corpus),False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
aye,3.89,0,0,1,An affirmative vote; one who votes in the affirmative.,,intj in Wiktionary (not a noun),intj:6;adv:1;noun:1;verb:1,intj,False,32,OTHER,0.0,,False,False,False,NOUN,,,,,noun,35,n:1;av:1,True
simplex,2.97,0,0,4,"A generalization of a triangle or tetrahedron to an arbitrary dimension; more accurately, the convex hull of n+1 affinely independent points in n-dimensional space.",,,adj:7;noun:4,adj,False,1,PROPN,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:1;aj:1,True
expendable,2.96,0,0,1,An expendable person or object; usually used in the plural.,,,adj:4;noun:1,adj,False,2,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
multitasking,2.93,0,1,2,The simultaneous execution of multiple tasks (programs) under the control of an interrupt-driven operating system.,,,noun:2;verb:1,noun,False,11,NOUN,0.636,,False,True,False,NOUN,,,,,noun,35,n:1;aj:1,True
slog,2.87,1,1,4,"A long, tedious walk or march.",,,noun:4;verb:3,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,35,n:1;v:1,True
chipper,2.84,0,0,10,Someone who or something which chips (e.g. wood).,,,noun:10;adj:1;verb:1,noun,False,1,ADJ,0.0,,False,True,False,NOUN,,,,,noun,35,n:2;aj:1,True
lymphatic,2.82,0,0,1,A vessel that transports lymph.,,,adj:3;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2;aj:1,True
timescale,2.74,0,0,1,Alternative spelling of time scale.,time scale,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,NOUN,,,,,noun,35,n:1,True
lowdown,2.63,0,1,2,"inside information, the story or truth.",,,adj:3;noun:2;adv:1,adj,False,1,ADJ,0.0,,False,True,False,NOUN,,,,,noun,35,n:1;aj:1,True
redirection,2.58,1,1,2,The act of setting a new direction.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,35,n:2,True
linker,2.57,0,0,6,That which links.,,,noun:6;verb:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,35,n:2,True
typesetting,2.56,1,1,1,The setting of written material into type.,,,noun:1;verb:1,noun,False,2,NOUN,0.5,,False,True,False,NOUN,,,,,noun,35,n:1,True
trapdoor,2.49,0,0,5,A hinged or sliding door set into a floor or ceiling.,,,noun:5;verb:2,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,35,n:2,True
corrector,2.42,0,0,3,One who corrects.,,,noun:3,noun,False,0,,,,False,True,False,NOUN,,,,,noun,35,n:1,True
structuralist,2.15,0,0,1,An advocate or follower of structuralism.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,35,n:2,True
maintainability,2.13,1,1,1,The ease with which something can be maintained.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,35,n:2,True
backslash,2.08,0,0,2,The punctuation mark \ (a left-leaning diagonal line). (Common uses include (1) use as a delimiter in filepaths and (2) use as an escape character to mark literals.),,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,35,n:3,True
trunking,2.03,1,1,5,All the electrical and communications cables bundled together and distributed through a building.,,,noun:5;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,noun,35,n:1,True
resolver,2.0,0,0,2,One who or that which resolves.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,35,n:2,True
sync,3.86,1,1,3,Clipping of synchronization or synchrony.,synchronization or synchrony,clipping (Wiktionary gloss),noun:3;verb:2,noun,True,2,NOUN,1.0,,False,False,False,,,,,,noun,40,v:2;n:1;aj:1,True
mister,3.56,0,0,7,"Alternative spelling of Mister, especially when used as a form of address without a name.",,spelling variant of another word (Wiktionary gloss),noun:7;verb:2,noun,False,27,PROPN,0.0,name in practice (corpus),True,False,True,NOUN,,,,,noun,40,n:2,True
biggie,3.18,0,0,1,Alternative spelling of biggy.,biggy,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,40,n:1,True
showbiz,3.03,0,1,1,Clipping of showbusiness.,showbusiness,clipping (Wiktionary gloss),noun:1,noun,True,0,,,,False,False,False,,,,,,noun,40,n:1,True
moisturizer,2.99,1,1,2,Something that causes moisture or a condition of wetness; something that makes things moist.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
reprise,2.96,0,0,7,A recurrence or resumption of an action.,,,noun:7;verb:3,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,40,v:3;n:2,True
troubleshooting,2.96,0,1,1,"The identification and resolution of problems, especially problems of a technical nature.",,,noun:1;verb:1,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,40,n:1,True
coed,2.9,0,0,1,Alternative form of co-ed.,co-ed,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,2,NOUN,0.5,,False,False,False,NOUN,,,,,noun,40,n:1;aj:1,True
riverfront,2.76,0,0,1,The real estate located along the banks of a river.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,40,n:2,True
pejorative,2.74,0,0,1,"A disparaging, belittling, or derogatory word or expression.",,,adj:1;noun:1,adj,False,3,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:2;aj:1,True
lookalike,2.73,0,0,2,"Someone who, or something which, physically resembles (looks like) another.",,,noun:2,noun,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:1,True
toolbar,2.73,0,0,1,"A row of buttons, usually marked with icons, used to activate the functions of an application or operating system.",,,noun:1,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,40,n:1,True
lunchbox,2.72,0,0,7,"A container for transporting meals, especially lunch.",,,noun:7,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,40,n:1,True
indigent,2.68,0,0,1,"A person in need, or in poverty.",,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:2;aj:1,True
truckload,2.68,0,0,2,The contents of a full truck or lorry.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
recyclable,2.67,0,0,1,"An object that can be recycled, such as a soda can.",,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:2;aj:1,True
upswing,2.66,0,0,2,An upward swing.,,,noun:2;verb:1,noun,False,2,NOUN,1.0,,False,True,False,NOUN,,,,,noun,40,n:1,True
preppy,2.63,0,0,1,A student of a prep school.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,aj:2;n:1,True
expansionist,2.57,0,0,1,An advocate of expansionism.,,,adj:1;noun:1,adj,False,1,NOUN,1.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:1;aj:1,True
aftershave,2.56,1,1,1,"a lotion, gel, or liquid used after finishing shaving",,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:2,True
phobic,2.53,0,0,1,A person who has a phobia.,,,adj:2;noun:1,adj,False,1,ADJ,0.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,40,n:2;aj:1,True
synch,2.53,0,0,1,Alternative spelling of sync.,sync,spelling variant of another word (Wiktionary gloss),noun:1;verb:1,noun,False,1,NOUN,1.0,,False,False,False,NOUN,,,,,noun,40,v:2;n:1;aj:1,False
moisturiser,2.51,0,0,1,Non-Oxford British English standard spelling of moisturizer.,moisturizer,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,False
shortwave,2.51,0,0,4,"An electromagnetic wave with a relatively short wavelength; specifically, one with a wavelength generally between 10 and 100 metres, corresponding to a frequency between 3 and 30 megahertz.",,,noun:4;adj:2;adv:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:2;aj:1,True
windsurfing,2.48,0,1,1,A marine sport in which one stands on a floating board (typically 2 - 3 meters in length) to which a sail is attached. The board is steered by tilting the sail or banking the board. Some windsurfers u,,,noun:1;verb:1,noun,False,1,VERB,0.0,,False,True,False,NOUN,,,,,noun,40,n:1,True
copter,2.46,0,0,1,A helicopter.,,,verb:3;noun:1,verb,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
telethon,2.45,0,0,1,A televised fundraising event encouraging viewers to make donations via telephone.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,40,n:1,True
costar,2.43,0,0,2,A person who shares star billing with another.,,,noun:2;verb:2,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,40,n:1;v:1,True
markdown,2.4,0,0,1,A reduction in price in order to stimulate sales.,,,name:1;noun:1,name,False,3,NOUN,1.0,,False,True,False,,,,,,noun,40,n:1,True
multimillionaire,2.4,0,0,1,"A person whose net worth is multiple million dollars, pounds, euros or some other currency.",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,40,n:1,True
marketability,2.39,1,1,1,The likelihood that something will sell; market appeal.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,40,n:1,True
rollicking,2.39,0,0,1,"A scolding, a bollocking.",,,adj:1;noun:1;verb:1,adj,False,1,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,noun,40,n:1,True
boombox,2.38,0,0,1,A powerful portable audio system for listening collectively to recorded or broadcast sound.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,40,n:1,True
northerner,2.34,0,0,1,"A native or inhabitant of the north of a region (or of the world as a whole), such as one of the northern United States, the north of Norway, etc.",,,noun:1,noun,False,4,NOUN,1.0,,False,True,False,NOUN,,,,,noun,40,n:1,True
pinup,2.32,0,0,1,Alternative form of pin-up.,pin-up,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,40,n:1,True
downstate,2.3,0,0,2,"The southern region of certain US states, particularly Michigan, New York, and Illinois.",,,noun:2;adj:1;adv:1,noun,False,0,,,,False,True,False,ADJ;ADV;NOUN,,"noun, also adjective/adverb",,,noun,40,n:1;aj:1,True
groundswell,2.29,0,0,2,"A broad undulation of the open ocean, often as the result of a distant disturbance.",,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,40,n:2,True
sandcastle,2.27,0,0,1,"A sculpture made of sand and resembling a miniature castle; typically, but not always, made for fun by a child on a beach.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,40,n:1,True
layaway,2.25,1,1,3,A pit in which hides are stored.,,,noun:3;verb:2,noun,False,0,,,,False,True,False,,,,,,noun,40,n:1;a:1,True
runaround,2.24,0,0,4,An evasive explanation in the form of multiple excuses.,,,noun:4,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,40,n:2,True
joblessness,2.21,0,1,2,The state of being jobless or unemployed.,,,noun:2,noun,False,2,NOUN,1.0,,False,True,False,NOUN,,,,,noun,40,n:1,True
reeducation,2.18,1,1,2,The act of educating again or anew so as to rehabilitate or adapt to new situations.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
footsie,2.12,1,1,3,"A flirting game where two people touch their feet together, under a table or otherwise concealed, as a romantic prelude.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,40,n:2,True
wingtip,2.12,0,0,3,"The extreme tip of the wing of an aircraft, bird, flying insect, etc.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,40,n:2,True
tokenism,2.06,1,1,1,"A policy of formally complying with efforts to achieve a goal by making small, token gestures; especially to hire a minimal number of ethnically diverse or disadvantaged people.",,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
workfare,2.04,0,1,1,A form of welfare in which people are required to work as a condition of receiving aid,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,40,n:1,True
intel,4.07,0,1,1,Intelligence (secret information).,,,noun:1,noun,False,12,PROPN,0.0,name in practice (corpus),True,True,True,,,,,,noun,50,n:1,True
handheld,3.36,0,0,1,Alternative form of hand-held.,hand-held,spelling variant of another word (Wiktionary gloss),adj:1;noun:1,adj,False,2,ADJ,0.0,,False,False,False,ADJ;NOUN,,"noun, also adjective",,,noun,50,n:2;aj:1,True
palazzo,2.99,0,0,1,"A large, palatial urban building in Italy.",,,noun:1,noun,False,12,PROPN,0.25,,False,True,False,,,,,,noun,50,n:2,True
ringtone,2.99,0,0,2,The sound made by a telephone when ringing.,,,noun:2;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:2,True
webcast,2.97,0,0,1,A video and/or audio broadcast transmitted via the Internet,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2;v:1,True
jihadist,2.96,0,0,3,"One who participates in a jihad, an Islamic holy war or conflict; a mujahid.",,,noun:3;adj:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:1,True
constitutionality,2.94,0,1,1,The status of being constitutional; of being in accord with the provisions of the appropriate constitution.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
slideshow,2.94,0,0,3,"A presentation of a series of photographic slides, usually with a spoken or recorded explanation.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
firefighting,2.92,0,1,3,The extinguishing of a fire.,,,noun:3,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
soulmate,2.92,0,0,1,"Someone, especially a romantic partner, with whom one is exceptionally or uniquely compatible or has a special, almost spiritual connection.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
helpline,2.91,0,0,1,"A telephone service (or (by extension) one using email, SMS, or the Web) which offers help to those who call, as either a public emergency service or customer service.",,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
antivirus,2.9,0,0,1,"A piece of software that is used to detect, delete and or neutralize computer-based viruses.",,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
carotid,2.9,0,0,1,Either of the two main arteries that supply blood to the head of which the left in humans arises from the arch of the aorta and the right by bifurcation of the brachiocephalic artery with each passing,,,adj:1;noun:1,adj,False,2,NOUN,1.0,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,50,n:2;aj:1,True
underpinning,2.88,0,0,3,"A support or foundation, especially as a structure of masonry that supports a wall.",,,noun:3;verb:1,noun,False,3,VERB,0.333,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,50,n:2,True
widescreen,2.88,0,0,1,"A screen with a wider aspect ratio than the ordinary 35-millimeter frame, making more effective use of the human field of view and producing a more immersive view experience.",,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,50,n:1;aj:1,True
stepdad,2.86,0,0,1,A stepfather.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
multiverse,2.85,0,0,3,"The world, considered as lacking in purpose, design, or predictability.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
mashup,2.83,0,0,4,Something consisting of two or more elements combined together.,,,noun:4,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:2,True
cashback,2.81,0,1,1,Alternative spelling of cash-back.,cash-back,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,50,n:2,True
trifecta,2.81,0,0,4,A bet in which the bettor must select the first three placegetters of a race in the order in which they finish.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
feta,2.79,1,1,1,A variety of curd cheese made from sheep’s or goat’s milk and originating from Greece.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
electronica,2.78,0,1,3,Any of a wide range of electronic music genres.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
pippin,2.78,0,0,5,A seed.,,,noun:5,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
motocross,2.74,0,1,2,A form of off-road motorbike racing.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
modulator,2.73,0,0,3,A person who modulates.,,,noun:3,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
mountaintop,2.73,0,0,1,The summit of a mountain.,,,adj:1;noun:1,adj,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:1,True
stepmom,2.71,0,0,1,Stepmother.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
miscommunication,2.7,0,0,1,An interaction between two parties in which information is/was not communicated as desired.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:2,True
hyperspace,2.69,1,1,3,An n-dimensional Euclidian space with n > 3.,,,noun:3;verb:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
subplot,2.69,0,0,2,"A plot within a story, subsidiary to the main plot.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
biathlon,2.68,1,1,2,Racing combining cross-country skiing and rifle shooting,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
encoder,2.68,0,0,2,A device or algorithm used to encode something.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
franchisee,2.68,0,0,1,A holder of a franchise; a person who is granted a franchise.,,,noun:1,noun,False,4,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
speedster,2.66,0,0,4,One who is noted for being very fast.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
dilly,2.64,0,0,5,Someone or something that is remarkable or unusual.,,,noun:5;adj:2,noun,False,1,VERB,0.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
timestamp,2.62,0,0,2,"A variable containing the date and time at which an event occurred, often included in a log to track the sequence of events.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
backstabbing,2.6,0,0,1,The act of one who backstabs.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
angora,2.59,1,1,5,A Turkish Angora cat.,,,noun:5,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1;aj:1,True
clearinghouse,2.59,0,0,1,Alternative form of clearing house.,clearing house,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,1,PROPN,0.0,,False,False,False,NOUN,,,,,noun,50,n:1,True
consumable,2.59,0,0,1,A material or product that is produced for consumption.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,ADJ;NOUN,,"noun, also adjective",,,noun,50,n:1;aj:1,True
transphobia,2.59,0,1,2,"Hatred or fear of, or prejudice against, transgender and transsexual people.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
kidder,2.58,0,0,4,"One who kids, or teases light-heartedly.",,,noun:4,noun,False,15,PROPN,0.0,name in practice (corpus),True,True,True,,,,,,noun,50,n:1,True
byline,2.57,0,0,2,A line at the head of a newspaper or magazine article carrying the writer's name.,,,noun:2;verb:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
transceiver,2.57,0,0,2,A combined radio transmitter and receiver.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:2,True
dotcom,2.55,0,0,1,A company whose business is based around a website or primarily via the Internet.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
ladyship,2.55,0,0,2,Term of respect for a woman of the peerage without using her title.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
fashionista,2.54,0,0,2,"A person who creates or promotes high fashion, i.e. a fashion designer or fashion editor.",,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:2,True
manoeuvring,2.54,0,0,1,A manoeuvre.,,,noun:1;verb:1,noun,False,1,VERB,0.0,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,50,n:2,False
muggle,2.54,1,1,5,Marijuana.,,,noun:5;verb:2,noun,False,4,PROPN,0.25,,False,True,False,,,,,,noun,50,n:1,True
raga,2.54,1,1,2,"Any of various melodic forms used in Indian classical music, or a piece of music composed in such a form.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
letterbox,2.53,0,0,4,A box into which mail is put.,,,noun:4;verb:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
caseload,2.51,0,0,2,The workload of a person or group that handles cases; the relative volume of cases expected to be worked upon.,,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,NOUN,,,,,noun,50,n:1,True
deejay,2.51,0,0,1,A disc jockey.,,,verb:2;noun:1,verb,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
legwork,2.51,0,1,2,"Work, especially research or preparation, that involves significant walking, travel, or similar effort.",,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,50,n:1,True
reactivation,2.51,1,1,1,The activation of something previously inactive or inactivated.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
botnet,2.5,0,0,2,A collection of compromised computers that is gradually built up and then unleashed as a DDOS attack or used to send very large quantities of spam.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
intellectualism,2.5,1,1,3,The use or development of the intellect.,,,noun:3,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
prenup,2.5,0,0,2,A prenuptial agreement.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,50,n:2,True
reconfiguration,2.5,1,1,2,A reconfigured state.,,,noun:2,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
flyby,2.49,0,0,5,A flight past a celestial object in order to make observations.,,,noun:5,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1,True
minuteman,2.49,0,0,1,Alternative form of minute man.,minute man,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,3,PROPN,0.0,,False,False,False,NOUN,,,,,noun,50,n:1,True
alleluia,2.46,0,0,3,A liturgical form of hallelujah.,,,noun:3;intj:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,50,n:1;i:1,True
masterwork,2.46,0,0,4,A piece done to prove possession of skill sufficient to be ranked a master.,,,noun:4,noun,False,0,,,,False,True,False,NOUN,,,,,noun,50,n:1,True
sidearm,2.46,0,0,1,"A personal weapon, either a firearm (handgun type) or a cold weapon (such as a sword), carried on the hip in a belt, sheath, holster, etc., for rapid access.",,,adv:1;noun:1;verb:1,adv,False,0,,,,False,True,False,ADV;NOUN,,"noun, also adverb",,,noun,50,n:1;aj:1;av:1,True
